order_item_id,order_id,product_id,quantity,unit_price
164,82,206,1,21.86
165,83,203,1,27.32
166,84,382,1,574.59
167,85,171,1,574.71
168,85,399,1,396.57
169,86,262,1,2508.05
170,86,325,1,243.48
171,87,262,3,3033.4
172,88,180,1,93.64
173,89,121,1,85.41
174,89,53,1,2678.34
175,89,75,1,470.15
176,90,89,2,739.74
177,91,390,1,533.58
178,91,389,1,206.7
179,92,91,1,382.05
180,92,488,1,195.87
181,93,238,1,41.69
182,93,387,1,889.91
183,94,230,2,494.16
184,94,349,2,130.17
185,94,474,2,452.99
186,95,330,2,179.04
187,95,326,2,232.01
188,96,443,1,203.0
189,97,78,1,36.36
190,97,226,1,138.06
191,97,35,3,740.68
192,98,324,2,197.05
193,98,156,2,195.29
194,99,303,2,234.56
195,99,29,2,1767.04
196,100,38,1,71.78
197,100,159,1,196.17
198,100,237,1,104.04
199,101,30,1,55.64
200,101,189,1,56.88
201,101,426,1,265.84
202,102,331,1,128.95
203,102,443,1,187.96
204,103,315,1,551.49
205,103,305,1,87.92
206,104,237,1,105.88
207,105,489,1,2987.56
208,106,231,1,516.94
209,107,334,1,88.11
210,107,97,1,435.07
211,107,165,2,71.91
212,108,257,1,606.26
213,108,78,2,43.28
214,109,53,1,2743.74
215,110,366,1,303.65
216,110,44,1,274.89
217,111,21,1,71.17
218,112,225,1,99.4
219,113,313,1,15.2
220,113,82,3,1594.0
221,114,470,1,232.62
222,114,145,1,152.31
223,114,199,1,238.74
224,115,348,1,18.61
225,116,405,1,40.16
226,117,34,2,386.97
227,118,286,2,48.05
228,118,348,1,19.83
229,118,198,1,111.79
230,119,371,1,49.1
231,119,437,2,36.93
232,120,448,2,80.44
233,121,42,2,64.62
234,122,470,1,304.12
235,122,180,3,91.09
236,122,159,1,199.21
237,123,67,1,132.14
238,124,159,1,183.34
239,124,287,3,201.56
240,125,417,2,229.22
241,125,66,2,292.25
242,126,48,2,362.94
243,126,331,1,117.72
244,127,261,2,422.22
245,127,186,1,2100.25
246,127,10,1,222.71
247,128,93,1,217.52
248,128,487,1,18.75
249,128,110,1,20.72
250,129,99,1,31.78
251,129,116,1,275.89
252,130,40,1,135.81
253,131,260,1,24.05
254,131,395,2,240.6
255,132,20,1,41.87
256,132,339,2,1477.19
257,132,173,1,275.3
258,133,306,1,109.57
259,134,84,1,293.84
260,135,370,1,77.56
261,136,211,1,455.62
262,136,187,1,93.64
263,136,347,1,317.56
264,136,369,1,98.53
265,137,313,1,18.41
266,138,120,2,372.07
267,138,274,1,111.95
268,139,495,1,64.79
269,139,415,1,160.52
270,140,463,1,580.69
271,140,428,1,2574.88
272,141,348,1,20.64
273,141,485,1,77.7
274,141,293,2,392.35
275,141,226,2,147.52
276,141,237,1,90.12
277,142,399,2,348.03
278,142,196,2,923.61
279,142,258,1,1697.84
280,143,495,1,57.14
281,144,411,1,92.31
282,145,447,1,2648.5
283,145,129,2,30.93
284,146,448,1,84.66
285,147,479,2,778.58
286,147,53,2,2934.37
287,148,436,1,90.77
288,149,43,2,16.52
289,150,140,1,2558.72
290,151,76,1,220.75
291,152,47,1,974.12
292,153,419,1,325.95
293,153,231,1,666.02
294,153,453,1,1332.23
295,154,213,3,194.16
296,154,28,2,429.96
297,155,192,1,727.0
298,155,121,2,88.64
299,156,192,2,652.12
300,157,164,1,163.15
301,157,477,1,22.39
302,158,406,1,433.09
303,159,20,1,43.24
304,160,357,1,38.26
305,161,389,3,192.56
306,161,362,1,80.99
307,162,316,1,365.52
308,163,10,1,179.59
309,164,428,1,2500.52
310,164,77,2,377.87
311,164,281,1,629.27
312,165,271,1,2298.96
313,165,217,2,45.05
314,165,57,1,335.44
315,165,398,3,195.46
316,165,148,1,226.38
317,166,63,2,90.48
318,166,25,1,1420.98
319,167,328,1,1964.17
320,168,33,1,20.87
321,168,57,1,352.64
322,168,429,1,196.2
323,169,306,1,101.69
324,170,324,1,208.89
325,170,264,1,249.48
326,170,295,1,83.34
327,170,124,2,24.55
328,171,150,2,133.45
329,172,315,2,673.06
330,172,181,2,44.52
331,172,124,1,23.92
332,173,96,3,251.66
333,174,269,2,48.62
334,174,500,1,117.51
335,174,185,1,204.74
336,175,279,1,175.84
337,176,284,3,46.18
338,176,11,1,147.97
339,177,23,1,236.69
340,177,326,1,191.0
341,178,130,1,1658.2
342,178,383,1,192.77
343,179,404,1,366.48
344,180,124,1,27.87
345,181,396,1,105.04
346,182,69,1,38.61
347,182,23,1,223.96
348,182,181,2,49.97
349,183,417,1,200.15
350,183,330,1,211.11
351,184,357,1,36.53
352,185,416,1,122.73
353,185,70,1,108.37
354,185,33,2,18.0
355,185,367,1,242.32
356,186,19,1,209.39
357,186,151,1,273.74
358,187,406,1,438.29
359,187,103,1,41.46
360,187,454,2,222.03
361,188,478,1,297.21
362,188,159,1,195.81
363,189,418,2,256.48
364,190,130,2,1293.43
365,191,147,2,1659.14
366,191,183,1,2468.47
367,191,442,2,762.22
368,191,400,1,324.45
369,192,140,1,2349.82
370,192,64,1,1182.19
371,192,410,1,49.71
372,193,456,1,385.55
373,194,459,1,274.37
374,194,490,2,94.73
375,195,499,2,782.33
376,195,96,1,218.06
377,196,189,1,64.12
378,197,137,1,227.38
379,197,411,1,115.26
380,197,43,1,16.22
381,197,373,2,379.62
382,198,221,2,188.37
383,199,280,1,341.14
384,199,151,1,287.46
385,199,165,2,58.73
386,200,168,2,65.1
387,200,339,1,1490.11
388,200,152,2,85.02
389,201,309,1,622.46
390,202,86,1,167.37
391,202,354,1,27.67
392,202,228,2,225.06
393,203,22,1,473.64
394,203,373,2,356.68
395,203,446,1,674.5
396,204,315,2,543.58
397,205,328,1,1652.36
398,205,406,1,395.17
399,205,486,2,286.21
400,205,30,1,51.29
401,206,187,1,91.05
402,206,263,1,50.87
403,207,488,1,226.49
404,207,16,1,32.91
405,207,74,1,235.54
406,208,348,1,19.78
407,208,401,1,25.99
408,209,65,1,101.87
409,210,399,1,320.44
410,210,331,1,111.65
411,211,197,2,615.32
412,211,487,2,18.99
413,212,310,1,39.2
414,212,79,2,268.43
415,212,348,1,18.71
416,213,191,1,59.45
417,214,294,1,206.3
418,214,71,1,564.73
419,215,204,2,659.27
420,216,128,2,241.84
421,217,377,1,98.79
422,217,96,1,258.89
423,217,256,1,76.34
424,218,468,1,2256.86
425,219,135,2,689.32
426,220,361,1,999.75
427,220,229,2,2243.09
428,221,356,2,267.36
429,222,103,2,39.04
430,222,63,1,88.25
431,223,232,1,1323.26
432,224,45,1,196.86
433,224,415,1,166.52
434,224,350,1,438.42
435,224,496,2,184.38
436,225,342,2,126.79
437,225,178,2,1143.21
438,225,364,1,407.52
439,226,278,2,324.49
440,226,149,1,48.94
441,226,457,1,15.16
442,226,154,1,372.89
443,227,365,2,241.41
444,228,407,2,300.88
445,229,115,2,1665.13
446,229,63,1,106.74
447,229,103,2,38.73
448,230,122,1,100.85
449,230,405,1,46.87
450,230,253,2,231.89
451,230,14,2,745.21
452,231,294,2,188.21
453,232,412,2,710.26
454,233,314,1,117.74
455,233,453,2,1156.28
456,233,45,3,185.28
457,234,204,1,604.11
458,234,368,1,434.48
459,234,369,1,124.53
460,235,211,1,468.63
461,235,394,1,92.53
462,235,210,1,70.64
463,235,422,1,82.3
464,236,65,2,104.57
465,236,498,1,45.59
466,237,231,1,625.59
467,237,239,1,185.85
468,237,349,2,117.11
469,238,66,1,240.44
470,238,450,2,344.37
471,238,425,1,55.81
472,239,328,2,1804.25
473,239,301,1,221.92
474,240,222,1,150.75
475,240,258,1,1866.97
476,240,467,1,134.28
477,240,445,1,251.98
478,241,266,1,2188.74
479,242,85,1,877.61
480,243,479,2,773.82
481,243,364,1,385.46
482,243,116,2,256.1
483,244,459,1,267.53
484,244,146,1,42.37
485,245,129,1,32.77
486,245,101,2,29.27
487,246,141,2,482.94
488,246,65,1,106.42
489,246,321,2,1483.18
490,246,156,2,181.74
491,247,48,1,350.79
492,247,258,1,1701.36
493,247,329,1,51.7
494,248,483,2,1151.6
495,249,88,1,83.83
496,249,338,1,466.31
497,250,173,1,283.91
498,251,22,2,479.17
499,252,42,1,67.48
500,252,24,2,1096.12
501,252,486,1,247.61
502,252,329,1,53.66
503,253,136,1,258.98
504,253,334,1,80.15
505,253,108,2,1968.88
506,254,214,1,37.13
507,255,255,1,68.64
508,255,456,1,349.11
509,255,322,1,82.66
510,256,329,3,52.14
511,257,248,1,2472.88
512,257,126,1,283.0
513,258,153,1,460.23
514,259,353,1,350.78
515,259,31,1,405.86
516,260,213,1,208.08
517,261,105,1,632.31
518,261,175,1,74.92
519,261,311,1,372.15
520,261,74,2,237.28
521,261,161,1,126.89
522,262,376,1,39.41
523,263,500,1,98.23
524,263,205,1,450.64
525,264,264,2,223.75
526,264,288,1,393.92
527,265,124,1,25.19
528,265,239,1,194.2
529,266,231,2,531.25
530,266,127,2,338.46
531,266,73,1,13.02
532,267,149,1,51.18
533,268,443,1,202.26
534,268,316,1,361.18
535,269,493,1,207.19
536,269,444,2,115.71
537,270,417,2,225.76
538,270,168,1,72.14
539,270,479,1,737.47
540,271,98,1,54.36
541,272,256,1,59.24
542,273,256,1,66.29
543,274,255,1,61.19
544,274,12,3,266.5
545,275,259,1,430.43
546,275,235,3,70.51
547,276,111,1,84.36
548,277,25,2,1179.38
549,278,254,1,180.14
550,278,306,3,102.44
551,278,452,3,66.07
552,279,147,1,1752.74
553,279,275,1,68.04
554,280,221,1,174.69
555,281,373,3,351.23
556,282,188,1,1635.79
557,283,27,2,167.99
558,283,292,1,46.93
559,283,288,1,398.4
560,283,100,1,50.24
561,283,186,1,1725.83
562,284,38,1,77.24
563,284,198,1,108.94
564,284,259,1,463.98
565,285,144,1,156.95
566,285,423,3,46.12
567,285,320,2,203.82
568,285,349,1,111.56
569,286,66,1,263.14
570,287,192,1,724.78
571,287,407,2,305.26
572,287,174,3,32.97
573,287,286,1,48.68
574,287,481,1,329.65
575,288,102,1,1804.75
576,288,309,1,660.48
577,288,261,1,459.34
578,289,21,1,69.32
579,289,24,1,1163.74
580,290,366,1,337.04
581,290,171,1,552.4
582,290,412,1,611.56
583,290,243,2,2776.61
584,291,77,2,378.62
585,291,311,2,366.56
586,291,458,1,316.99
587,292,168,1,62.29
588,292,477,1,18.83
589,293,84,3,264.6
590,294,304,2,321.93
591,294,173,1,221.48
592,295,273,1,437.9
593,296,154,1,369.27
594,296,244,1,121.73
595,296,418,3,262.78
596,296,9,1,75.15
597,297,345,1,205.67
598,297,57,1,291.7
599,298,158,2,2310.98
600,298,408,1,26.46
601,298,461,1,110.98
602,299,306,1,112.45
603,300,496,1,181.92
604,301,296,1,70.53
605,301,117,1,557.4
606,301,370,2,65.14
607,302,246,2,98.79
608,303,323,2,184.72
609,303,370,3,60.93
610,304,76,1,220.06
611,305,17,1,113.18
612,305,294,2,206.8
613,305,486,2,238.58
614,306,98,1,53.3
615,306,10,3,203.26
616,307,215,1,80.12
617,308,354,2,32.51
618,308,105,1,701.94
619,309,397,1,2464.95
620,310,447,2,2601.04
621,310,435,1,309.1
622,311,362,1,73.63
623,311,71,1,515.23
624,311,266,1,1948.99
625,312,167,1,829.19
626,313,270,1,98.63
627,313,193,1,218.76
628,314,236,1,1927.23
629,314,468,2,2601.21
630,315,280,1,401.01
631,316,313,1,15.42
632,317,491,1,1137.6
633,318,286,2,38.71
634,318,153,2,518.01
635,318,116,2,242.02
636,318,483,1,1241.93
637,319,361,1,1209.59
638,320,163,2,512.25
639,320,246,3,105.29
640,320,179,3,231.42
641,320,287,1,213.08
642,321,148,2,251.5
643,321,63,1,102.3
644,322,195,1,167.81
645,322,459,2,229.75
646,323,489,1,2390.13
647,323,396,1,107.96
648,323,412,1,634.39
649,324,22,1,489.35
650,325,178,1,1144.14
651,325,474,1,364.0
652,325,227,1,444.13
653,326,383,3,197.62
654,326,246,2,96.78
655,326,110,3,19.6
656,327,139,3,50.12
657,327,478,1,263.96
658,327,288,1,362.71
659,328,71,2,639.14
660,329,123,3,1011.3
661,329,125,1,126.05
662,330,116,1,222.48
663,330,327,1,72.69
664,331,52,1,99.43
665,332,368,1,460.98
666,333,349,1,117.81
667,333,395,1,237.13
668,334,494,3,523.69
669,334,282,2,45.08
670,334,476,1,785.43
671,334,81,2,719.38
672,335,245,1,27.52
673,335,334,1,81.52
674,335,103,1,40.71
675,336,165,1,58.66
676,336,147,1,1576.01
677,337,465,1,105.49
678,337,394,1,89.68
679,337,46,2,1759.8
680,337,334,1,86.54
681,338,274,2,101.92
682,338,379,1,351.36
683,339,468,2,2230.73
684,340,452,1,66.44
685,340,429,2,196.68
686,340,91,1,434.94
687,340,479,2,747.86
688,341,429,1,176.67
689,341,204,1,599.74
690,342,96,1,213.24
691,342,480,3,144.63
692,343,449,1,203.19
693,344,153,2,526.5
694,344,291,1,29.24
695,345,476,1,709.29
696,345,172,2,37.86
697,345,146,3,46.8
698,346,269,1,49.38
699,346,253,2,218.08
700,347,436,1,76.76
701,347,259,1,406.17
702,347,240,2,33.26
703,347,140,1,2709.41
704,348,170,2,468.54
705,348,84,2,260.27
706,348,375,2,298.37
707,348,235,2,79.9
708,349,368,1,402.63
709,350,378,2,157.53
710,350,173,2,250.13
711,350,405,1,40.87
712,351,346,1,1904.36
713,352,90,1,132.98
714,352,313,2,17.74
715,352,439,1,377.04
716,352,328,1,1735.69
717,353,424,2,1438.99
718,354,168,1,66.94
719,354,45,1,225.81
720,354,206,1,27.15
721,355,95,2,2397.75
722,355,72,1,34.74
723,356,480,1,149.98
724,357,134,1,154.17
725,357,197,2,510.88
726,357,121,1,96.92
727,358,489,2,2743.18
728,359,299,1,193.88
729,360,6,1,577.29
730,361,355,3,36.79
731,362,342,1,137.61
732,362,61,1,48.34
733,362,239,1,186.45
734,363,208,3,1924.79
735,363,352,1,2115.88
736,364,354,1,30.69
737,365,189,3,60.92
738,366,113,1,97.73
739,366,491,1,1444.89
740,367,79,2,294.85
741,368,192,2,698.26
742,368,213,1,164.22
743,369,468,3,2356.41
744,369,242,2,405.23
745,370,411,1,102.48
746,371,391,1,428.48
747,371,127,1,406.54
748,371,349,1,121.28
749,371,387,1,880.65
750,372,270,1,107.79
751,373,361,1,1063.53
752,374,470,2,275.88
753,374,289,1,36.99
754,375,425,2,67.05
755,375,281,1,607.12
756,375,463,1,593.32
757,376,294,1,205.31
758,377,85,1,1025.73
759,378,227,1,420.11
760,378,60,2,165.88
761,379,368,1,458.33
762,379,299,1,178.82
763,379,251,1,92.75
764,379,47,1,817.27
765,380,229,2,2424.74
766,381,233,1,246.22
767,382,213,2,198.42
768,382,234,1,139.95
769,382,289,1,38.89
770,383,237,1,102.94
771,384,371,3,46.47
772,384,12,1,270.26
773,384,203,2,32.58
774,384,131,1,52.84
775,385,382,2,546.12
776,386,38,1,72.31
777,386,24,1,1125.73
778,386,217,1,47.87
779,387,278,1,328.66
780,388,479,1,624.56
781,389,147,1,1543.38
782,390,394,1,78.61
783,390,70,1,101.84
784,391,192,1,650.69
785,391,457,1,15.14
786,392,446,1,685.23
787,393,193,1,259.36
788,393,42,1,59.24
789,394,69,1,46.59
790,395,61,1,55.71
791,395,92,1,335.49
792,396,271,1,1963.82
793,396,66,2,266.23
794,397,428,1,2362.53
795,397,2,2,435.27
796,397,388,1,623.02
797,398,238,1,41.47
798,399,218,2,341.76
799,400,422,1,80.14
800,401,236,3,2062.89
801,401,178,1,1044.44
802,402,97,1,391.83
803,403,17,1,92.85
804,403,415,1,183.06
805,403,339,1,1476.76
806,404,124,2,25.12
807,405,52,1,80.49
808,405,305,1,87.15
809,405,18,2,142.64
810,406,345,2,215.06
811,406,361,1,1180.99
812,406,447,2,2795.75
813,407,380,2,88.95
814,407,23,1,217.74
815,408,120,2,408.42
816,408,277,1,331.96
817,409,72,1,35.84
818,409,258,1,2061.48
819,409,149,1,56.08
820,410,164,1,167.8
821,411,396,1,113.15
822,412,122,1,106.33
823,413,339,1,1192.5
824,414,212,1,2036.38
825,414,154,1,411.61
826,415,286,3,48.34
827,415,486,2,235.24
828,415,303,1,232.06
829,415,451,1,250.59
830,416,321,2,1776.39
831,416,348,1,16.01
832,416,219,1,69.27
833,417,25,1,1249.32
834,417,498,1,39.79
835,417,177,1,553.95
836,418,403,2,156.54
837,419,357,1,40.13
838,419,214,3,38.13
839,419,210,1,67.62
840,420,193,2,281.41
841,420,95,1,2176.78
842,421,243,1,2756.15
843,421,124,2,25.19
844,421,435,1,314.23
845,421,116,1,256.55
846,421,154,1,416.0
847,422,413,1,732.66
848,422,238,1,34.76
849,423,288,2,405.05
850,424,286,1,47.78
851,425,199,2,279.77
852,425,125,1,126.45
853,425,131,1,49.32
854,426,332,1,89.67
855,426,41,1,93.65
856,426,473,1,203.96
857,426,231,1,609.05
858,427,48,1,432.35
859,427,275,2,58.33
860,428,27,3,141.92
861,428,138,2,84.88
862,428,194,3,470.79
863,429,309,1,668.32
864,430,97,1,383.42
865,430,412,1,648.95
866,430,390,1,595.62
867,430,301,1,206.21
868,431,112,2,110.21
869,431,246,1,97.8
870,431,107,2,1137.31
871,431,446,1,651.19
872,432,490,1,88.48
873,433,109,1,89.34
874,434,493,1,222.38
875,434,380,2,85.52
876,435,469,1,168.82
877,436,361,1,1232.55
878,436,105,1,658.5
879,437,283,1,54.13
880,437,165,2,63.64
881,438,195,2,169.06
882,438,239,1,186.78
883,438,274,2,102.37
884,438,333,1,29.24
885,438,184,1,2683.81
886,439,185,2,183.92
887,439,263,1,65.92
888,440,239,1,194.64
889,440,51,1,273.61
890,441,390,1,549.54
891,442,469,2,169.41
892,443,161,1,112.72
893,443,212,2,1878.68
894,444,443,2,173.74
895,444,114,1,2089.54
896,444,380,1,104.41
897,445,134,2,188.33
898,446,297,1,550.96
899,447,152,1,79.33
900,447,79,1,257.52
901,447,101,2,30.85
902,447,169,1,35.85
903,448,292,1,51.58
904,448,427,2,1241.66
905,449,282,1,44.69
906,450,132,1,688.54
907,450,391,1,400.76
908,450,421,1,365.67
909,450,251,2,89.03
910,451,236,1,2153.73
911,452,87,1,527.2
912,453,251,1,105.25
913,453,95,1,2264.2
914,453,470,1,299.25
915,454,329,2,55.0
916,455,18,1,176.15
917,456,484,1,1861.6
918,457,392,2,220.52
919,457,4,1,67.77
920,457,212,3,1690.62
921,457,71,2,607.76
922,458,35,1,633.81
923,459,5,2,70.21
924,460,234,1,132.06
925,460,192,1,682.98
926,460,31,1,514.63
927,460,317,1,1190.0
928,461,338,2,562.29
929,461,250,1,703.23
930,462,273,1,373.25
931,463,7,2,21.6
932,463,9,2,68.63
933,464,275,1,60.83
934,465,258,2,1976.26
935,466,413,1,691.77
936,467,55,2,275.55
937,467,471,2,34.45
938,468,77,1,402.15
939,468,124,1,23.42
940,469,130,1,1492.96
941,469,418,1,229.29
942,469,182,3,22.97
943,470,41,1,111.12
944,470,192,1,594.45
945,470,492,1,474.48
946,471,290,3,162.15
947,471,125,3,124.49
948,471,357,1,34.5
949,472,351,1,254.08
950,472,424,1,1448.55
951,473,335,1,33.42
952,473,440,1,336.39
953,473,333,1,24.68
954,474,48,2,364.06
955,474,208,1,2028.41
956,475,283,1,56.24
957,475,244,1,131.03
958,476,360,1,271.01
959,477,256,1,71.89
960,477,433,1,72.27
961,477,223,1,88.71
962,477,331,2,118.64
963,478,290,1,189.06
964,478,440,2,320.11
965,479,471,1,32.26
966,480,109,1,74.33
967,481,244,1,106.76
968,482,474,1,441.15
969,483,461,2,114.92
970,483,279,1,208.76
971,483,289,1,44.55
972,484,92,2,367.46
973,484,476,1,801.05
974,485,9,1,80.37
975,485,493,1,238.97
976,486,74,1,219.66
977,487,476,3,827.43
978,488,84,1,284.71
979,489,291,1,34.98
980,489,428,1,2542.98
981,489,435,1,334.28
982,490,170,1,411.49
983,491,405,1,40.97
984,491,353,1,335.96
985,492,257,1,603.27
986,493,28,1,339.38
987,494,119,1,2734.4
988,495,175,1,78.06
989,496,204,1,718.59
990,496,497,1,246.52
991,497,16,1,29.77
992,497,325,2,249.59
993,497,140,2,2607.91
994,497,402,1,222.01
995,498,117,1,554.05
996,498,183,2,2872.29
997,498,284,1,46.4
998,499,222,1,179.13
999,500,339,1,1325.59
1000,500,195,1,159.11
1001,501,409,1,2282.19
1002,501,127,1,368.99
1003,501,366,1,311.5
1004,502,138,1,75.35
1005,503,365,2,248.22
1006,503,402,1,246.65
1007,503,325,1,278.41
1008,504,163,1,431.41
1009,504,185,2,196.89
1010,504,55,1,269.85
1011,505,483,3,1481.02
1012,506,185,2,192.96
1013,506,390,1,620.01
1014,507,68,1,100.48
1015,508,221,2,193.29
1016,508,230,2,411.91
1017,509,263,3,55.49
1018,509,209,1,15.4
1019,509,53,1,2870.85
1020,510,182,1,27.23
1021,510,284,1,49.28
1022,510,48,1,404.7
1023,510,306,1,110.86
1024,511,443,1,200.37
1025,511,198,1,104.43
1026,511,7,2,18.03
1027,512,199,2,218.19
1028,512,399,2,339.0
1029,513,464,1,61.26
1030,514,267,1,324.2
1031,515,87,1,613.43
1032,516,155,1,456.3
1033,516,138,1,73.05
1034,517,33,1,18.25
1035,517,86,2,159.68
1036,517,223,1,90.69
1037,517,142,2,41.36
1038,518,248,1,2323.45
1039,518,401,1,22.07
1040,518,40,1,139.97
1041,518,185,1,177.85
1042,519,370,1,65.63
1043,519,321,1,1394.17
1044,520,316,1,321.58
1045,520,101,2,33.47
1046,521,70,1,102.44
1047,521,156,1,195.24
1048,521,4,2,80.93
1049,522,171,1,490.9
1050,523,412,1,668.76
1051,524,226,1,134.98
1052,524,172,2,39.65
1053,524,221,1,206.48
1054,524,418,1,242.21
1055,524,422,1,94.79
1056,525,70,1,98.7
1057,526,309,2,651.91
1058,526,486,1,268.06
1059,526,356,1,281.04
1060,527,161,1,127.72
1061,527,91,1,371.48
1062,528,496,1,183.4
1063,528,164,1,140.33
1064,529,496,1,188.13
1065,529,295,2,72.71
1066,530,167,1,982.26
1067,531,419,2,308.43
1068,531,403,1,150.26
1069,532,59,1,20.3
1070,532,478,1,255.17
1071,533,304,1,319.34
1072,533,280,1,399.6
1073,533,93,1,211.52
1074,534,14,1,746.08
1075,535,483,1,1191.94
1076,536,225,1,88.15
1077,536,409,1,2782.35
1078,537,420,1,223.1
1079,537,435,1,345.09
1080,538,345,1,199.78
1081,538,256,1,69.45
1082,538,72,1,31.73
1083,538,325,1,258.24
1084,539,130,1,1483.28
1085,540,367,1,289.55
1086,540,217,1,40.31
1087,541,38,1,63.45
1088,542,246,1,116.39
1089,542,299,2,185.82
1090,543,260,1,25.38
1091,543,473,2,195.72
1092,544,279,3,184.09
1093,544,19,2,188.75
1094,544,405,1,45.16
1095,545,360,1,301.2
1096,545,459,3,212.08
1097,546,305,1,76.01
1098,546,327,1,70.35
1099,546,469,1,158.17
1100,547,394,1,87.9
1101,548,86,1,162.41
1102,548,332,2,88.77
1103,548,314,2,111.19
1104,549,331,3,114.94
1105,549,347,1,280.9
1106,550,496,1,186.49
1107,551,495,1,52.23
1108,552,55,1,278.88
1109,553,133,1,24.71
1110,553,114,2,2043.62
1111,554,286,1,45.22
1112,555,114,1,2014.71
1113,555,229,1,2274.01
1114,555,192,1,692.04
1115,555,201,1,539.78
1116,556,354,1,26.71
1117,557,177,1,585.41
1118,558,54,1,422.94
1119,559,472,1,2629.24
1120,559,493,1,213.64
1121,560,426,1,299.57
1122,561,179,1,242.82
1123,562,234,1,150.29
1124,562,402,1,281.56
1125,562,106,1,81.41
1126,563,179,1,287.85
1127,563,244,2,108.55
1128,563,50,1,68.43
1129,563,225,3,82.77
1130,563,370,2,65.47
1131,564,164,2,172.52
1132,564,35,2,630.08
1133,565,415,1,179.02
1134,565,364,1,467.47
1135,566,435,1,288.78
1136,567,347,3,279.9
1137,567,410,1,48.46
1138,567,85,1,906.27
