order_id,customer_id,order_date,total_amount,status
98,7246,2024-04-16,784.68,Entregue
99,4501,2024-12-26,4003.2,Entregue
100,8313,2024-01-12,371.99,Entregue
101,617,2024-12-15,378.36,Cancelado
102,1258,2024-11-10,316.91,Entregue
103,1480,2024-03-28,639.41,Entregue
104,6300,2024-04-17,105.88,Cancelado
105,9082,2024-06-19,2987.56,Entregue
106,673,2024-06-26,516.94,Processando
107,9367,2024-09-30,667.0,Entregue
108,7793,2024-11-20,692.82,Entregue
109,7382,2024-11-02,2743.74,Entregue
110,5627,2024-06-26,578.54,Entregue
111,2828,2024-05-17,71.17,Entregue
112,7173,2024-07-08,99.4,Entregue
113,8565,2024-11-17,4797.2,Entregue
114,6109,2024-07-12,623.67,Entregue
115,5544,2024-01-14,18.61,Entregue
116,858,2024-10-20,40.16,Entregue
117,5483,2024-09-21,773.94,Entregue
118,1549,2024-08-11,227.72,Entregue
119,4129,2024-08-10,122.96,Entregue
120,9875,2024-01-22,160.88,Entregue
121,5462,2024-12-05,129.24,Entregue
122,2318,2024-07-19,776.6,Entregue
123,6422,2024-02-21,132.14,Entregue
124,1389,2024-10-20,788.02,Entregue
125,5382,2024-11-13,1042.94,Entregue
126,8625,2024-06-22,843.6,Entregue
127,6938,2024-10-22,3167.4,Entregue
128,5061,2024-07-12,256.99,Entregue
129,7968,2024-12-11,307.67,Entregue
130,2539,2024-07-05,135.81,Entregue
131,1658,2024-05-10,505.25,Entregue
132,8627,2024-03-18,3271.55,Entregue
133,2148,2024-04-29,109.57,Entregue
134,2528,2024-12-13,293.84,Entregue
135,2713,2024-05-06,77.56,Entregue
136,716,2024-12-15,965.35,Entregue
137,7278,2024-05-08,18.41,Entregue
138,7356,2024-02-10,856.09,Entregue
139,5071,2024-12-08,225.31,Entregue
140,7685,2024-12-26,3155.57,Entregue
141,6027,2024-02-07,1268.2,Entregue
142,4617,2024-09-25,4241.12,Entregue
143,6860,2024-05-17,57.14,Entregue
144,3272,2024-07-06,92.31,Entregue
145,2268,2024-09-20,2710.36,Entregue
146,7874,2024-07-02,84.66,Entregue
147,9086,2024-08-12,7425.9,Entregue
148,8453,2024-01-23,90.77,Entregue
149,4671,2024-04-04,33.04,Processando
150,2627,2024-02-25,2558.72,Entregue
151,8411,2024-11-15,220.75,Entregue
152,7168,2024-04-27,974.12,Entregue
153,3638,2024-03-31,2324.2,Entregue
154,437,2024-08-12,1442.4,Entregue
155,8225,2024-04-13,904.28,Entregue
156,1338,2024-04-13,1304.24,Entregue
157,462,2024-09-08,185.54,Entregue
158,5494,2024-11-04,433.09,Entregue
159,2255,2024-09-05,43.24,Entregue
160,7741,2024-07-10,38.26,Cancelado
161,2274,2024-06-27,658.67,Entregue
162,7350,2024-08-16,365.52,Entregue
163,1299,2024-03-01,179.59,Entregue
164,3534,2024-07-09,3885.53,Entregue
165,9976,2024-05-31,3537.26,Entregue
166,4935,2024-08-08,1601.94,Entregue
167,6879,2024-12-08,1964.17,Entregue
168,7490,2024-12-26,569.71,Entregue
169,8190,2024-11-29,101.69,Entregue
170,270,2024-05-18,590.81,Entregue
171,2353,2024-12-23,266.9,Processando
172,26,2024-11-14,1459.08,Entregue
173,6826,2024-03-19,754.98,Entregue
174,1403,2024-11-22,419.49,Entregue
175,8619,2024-06-03,175.84,Entregue
176,8317,2024-03-17,286.51,Cancelado
177,7703,2024-06-13,427.69,Entregue
178,6117,2024-01-13,1850.97,Entregue
179,5851,2024-12-01,366.48,Entregue
180,5650,2024-02-03,27.87,Entregue
181,1699,2024-11-24,105.04,Entregue
182,5448,2024-06-19,362.51,Entregue
183,5547,2024-11-18,411.26,Entregue
184,7613,2024-03-06,36.53,Entregue
185,2987,2024-12-16,509.42,Entregue
186,7499,2024-05-25,483.13,Entregue
187,718,2024-12-07,923.81,Cancelado
188,5171,2024-12-02,493.02,Entregue
189,6525,2024-01-17,512.96,Entregue
190,7757,2024-10-18,2586.86,Entregue
191,3132,2024-02-02,7635.64,Entregue
192,5439,2024-02-02,3581.72,Entregue
193,7160,2024-09-12,385.55,Entregue
194,7205,2024-11-13,463.83,Entregue
195,5555,2024-12-13,1782.72,Entregue
196,8152,2024-05-16,64.12,Processando
197,8508,2024-06-30,1118.1,Entregue
198,1294,2024-11-14,376.74,Processando
199,2957,2024-11-20,746.06,Entregue
200,1312,2024-03-04,1790.35,Entregue
201,7306,2024-08-10,622.46,Entregue
202,6982,2024-11-23,645.16,Entregue
203,7326,2024-02-12,1861.5,Entregue
204,5777,2024-11-30,1087.16,Entregue
205,4499,2024-10-14,2671.24,Entregue
206,6656,2024-10-03,141.92,Processando
207,2622,2024-09-26,494.94,Entregue
208,9955,2024-08-28,45.77,Entregue
209,571,2024-07-15,101.87,Entregue
210,3867,2024-10-03,432.09,Entregue
211,5934,2024-02-12,1268.62,Entregue
212,531,2024-06-19,594.77,Entregue
213,6078,2024-03-15,59.45,Entregue
214,1260,2024-11-15,771.03,Entregue
215,6013,2024-11-17,1318.54,Entregue
216,4567,2024-07-11,483.68,Entregue
217,425,2024-06-04,434.02,Entregue
218,6341,2024-01-17,2256.86,Entregue
219,1930,2024-12-18,1378.64,Entregue
220,4265,2024-11-25,5485.93,Entregue
221,4679,2024-08-07,534.72,Entregue
222,8048,2024-09-30,166.33,Cancelado
223,1214,2024-10-05,1323.26,Cancelado
224,7293,2024-08-06,1170.56,Entregue
225,5237,2024-08-28,2947.52,Entregue
226,9012,2024-07-03,1085.97,Entregue
227,2581,2024-11-28,482.82,Entregue
228,2853,2024-04-23,601.76,Entregue
229,8336,2024-04-12,3514.46,Processando
230,2276,2024-01-26,2101.92,Entregue
231,9078,2024-04-12,376.42,Entregue
232,7658,2024-09-12,1420.52,Entregue
233,2127,2024-03-18,2986.14,Entregue
234,5068,2024-04-03,1163.12,Entregue
235,8613,2024-11-16,714.1,Entregue
236,1209,2024-01-19,254.73,Entregue
237,1216,2024-03-11,1045.66,Processando
238,5645,2024-05-17,984.99,Entregue
239,9033,2024-03-25,3830.42,Entregue
240,2115,2024-11-06,2403.98,Entregue
241,2035,2024-04-02,2188.74,Entregue
242,4983,2024-07-05,877.61,Entregue
243,5287,2024-09-06,2445.3,Processando
244,8502,2024-08-12,309.9,Entregue
245,1293,2024-12-28,91.31,Entregue
246,9025,2024-11-21,4402.14,Entregue
247,8741,2024-11-20,2103.85,Entregue
248,9697,2024-09-06,2303.2,Entregue
249,2527,2024-12-19,550.14,Processando
250,9915,2024-04-20,283.91,Entregue
251,9235,2024-11-27,958.34,Entregue
252,465,2024-02-27,2560.99,Entregue
253,9450,2024-11-25,4276.89,Entregue
254,9374,2024-07-25,37.13,Entregue
255,497,2024-12-20,500.41,Entregue
256,4746,2024-01-18,156.42,Entregue
257,4950,2024-07-31,2755.88,Entregue
258,6654,2024-01-26,460.23,Entregue
259,1196,2024-11-15,756.64,Entregue
260,7203,2024-09-06,208.08,Entregue
261,7610,2024-07-16,1680.83,Entregue
262,5232,2024-12-28,39.41,Entregue
263,5659,2024-04-28,548.87,Entregue
264,6071,2024-06-05,841.42,Entregue
265,5229,2024-12-04,219.39,Entregue
266,4383,2024-12-04,1752.44,Entregue
267,830,2024-01-04,51.18,Entregue
268,6294,2024-01-31,563.44,Entregue
269,4068,2024-10-14,438.61,Entregue
270,2617,2024-11-29,1261.13,Entregue
271,5124,2024-10-19,54.36,Entregue
272,2611,2024-03-25,59.24,Processando
273,7649,2024-09-17,66.29,Entregue
274,5056,2024-05-29,860.69,Entregue
275,6443,2024-10-03,641.96,Entregue
276,3945,2024-01-31,84.36,Entregue
277,5782,2024-10-19,2358.76,Entregue
278,4610,2024-12-02,685.67,Entregue
279,7711,2024-06-27,1820.78,Entregue
280,1762,2024-11-01,174.69,Entregue
281,4334,2024-01-05,1053.69,Entregue
282,6607,2024-05-12,1635.79,Entregue
283,6564,2024-07-02,2557.38,Entregue
284,4729,2024-12-18,650.16,Processando
285,9009,2024-04-15,814.51,Processando
286,1947,2024-04-20,263.14,Entregue
287,6454,2024-08-04,1812.54,Processando
288,2364,2024-12-12,2924.57,Entregue
289,8194,2024-10-13,1233.06,Entregue
290,2246,2024-05-02,7054.22,Entregue
291,7488,2024-10-17,1807.35,Entregue
292,2291,2024-07-17,81.12,Entregue
293,5219,2024-11-20,793.8,Processando
294,4903,2024-05-13,865.34,Entregue
295,8352,2024-06-17,437.9,Entregue
296,9223,2024-12-16,1354.49,Entregue
297,5428,2024-02-12,497.37,Processando
298,9564,2024-10-14,4759.4,Entregue
299,437,2024-04-24,112.45,Entregue
300,4351,2024-01-16,181.92,Entregue
301,9478,2024-01-21,758.21,Entregue
302,9561,2024-02-02,197.58,Entregue
303,8590,2024-11-06,552.23,Processando
304,6230,2024-10-20,220.06,Entregue
305,3969,2024-01-27,1003.94,Entregue
306,1801,2024-02-23,663.08,Entregue
307,5140,2024-06-15,80.12,Entregue
308,6766,2024-01-05,766.96,Entregue
309,8222,2024-07-14,2464.95,Processando
310,7727,2024-05-20,5511.18,Entregue
311,1021,2024-10-24,2537.85,Entregue
312,9190,2024-11-07,829.19,Entregue
313,7838,2024-02-22,317.39,Entregue
314,2838,2024-07-11,7129.65,Cancelado
315,5609,2024-07-18,401.01,Cancelado
316,4332,2024-11-12,15.42,Entregue
317,3151,2024-11-16,1137.6,Entregue
318,4572,2024-05-08,2839.41,Entregue
319,4736,2024-01-10,1209.59,Entregue
320,8012,2024-07-07,2247.71,Entregue
321,4481,2024-03-30,605.3,Entregue
322,8900,2024-09-19,627.31,Entregue
323,5655,2024-07-13,3132.48,Processando
324,4759,2024-12-05,489.35,Entregue
325,1295,2024-02-10,1952.27,Entregue
326,4202,2024-04-21,845.22,Entregue
327,8825,2024-12-07,777.03,Cancelado
328,4451,2024-09-23,1278.28,Cancelado
329,9615,2024-12-04,3159.95,Cancelado
330,8701,2024-10-02,295.17,Entregue
331,861,2024-07-08,99.43,Entregue
332,5412,2024-04-14,460.98,Entregue
333,1648,2024-10-16,354.94,Entregue
334,85,2024-05-05,3885.42,Entregue
335,7794,2024-08-14,149.75,Entregue
336,4707,2024-12-25,1634.67,Entregue
337,970,2024-11-21,3801.31,Entregue
338,3805,2024-12-19,555.2,Processando
339,612,2024-08-24,4461.46,Entregue
340,6847,2024-02-06,2390.46,Entregue
341,596,2024-03-30,776.41,Processando
342,8117,2024-11-26,647.13,Entregue
343,4743,2024-05-24,203.19,Entregue
344,152,2024-12-02,1082.24,Entregue
345,1759,2024-05-20,925.41,Entregue
346,8902,2024-06-15,485.54,Entregue
347,2199,2024-11-29,3258.86,Entregue
348,1846,2024-07-07,2214.16,Entregue
349,4216,2024-04-21,402.63,Entregue
350,231,2024-12-06,856.19,Processando
351,9303,2024-11-10,1904.36,Entregue
352,3165,2024-01-25,2281.19,Entregue
353,6644,2024-10-29,2877.98,Processando
354,8443,2024-06-14,319.9,Entregue
355,1563,2024-04-22,4830.24,Entregue
356,5302,2024-01-16,149.98,Entregue
357,112,2024-09-08,1272.85,Entregue
358,4375,2024-05-15,5486.36,Entregue
359,4948,2024-10-11,193.88,Entregue
360,9387,2024-02-24,577.29,Entregue
361,5891,2024-01-09,110.37,Entregue
362,1018,2024-06-08,372.4,Entregue
363,2617,2024-04-10,7890.25,Entregue
364,5096,2024-12-17,30.69,Entregue
365,4834,2024-09-04,182.76,Entregue
366,3619,2024-10-20,1542.62,Entregue
367,7835,2024-12-05,589.7,Entregue
368,9925,2024-11-15,1560.74,Entregue
369,8999,2024-08-23,7879.69,Entregue
370,8807,2024-10-25,102.48,Cancelado
371,3579,2024-02-22,1836.95,Entregue
372,1342,2024-04-20,107.79,Entregue
373,8654,2024-10-15,1063.53,Entregue
374,1280,2024-04-12,588.75,Entregue
375,1012,2024-12-04,1334.54,Entregue
376,3313,2024-10-17,205.31,Entregue
377,2456,2024-08-18,1025.73,Entregue
378,8526,2024-09-11,751.87,Entregue
379,3366,2024-06-22,1547.17,Entregue
380,8362,2024-07-29,4849.48,Processando
381,912,2024-09-26,246.22,Entregue
382,8410,2024-03-05,575.68,Entregue
383,9156,2024-07-02,102.94,Entregue
384,5050,2024-11-22,527.67,Entregue
385,50,2024-08-27,1092.24,Entregue
386,9476,2024-11-07,1245.91,Processando
387,1045,2024-04-12,328.66,Entregue
388,1131,2024-10-02,624.56,Entregue
389,520,2024-03-16,1543.38,Processando
390,2949,2024-04-14,180.45,Entregue
391,6888,2024-04-25,665.83,Cancelado
392,7349,2024-10-13,685.23,Entregue
393,6185,2024-11-30,318.6,Entregue
394,8836,2024-03-22,46.59,Entregue
395,5698,2024-04-21,391.2,Entregue
396,6440,2024-08-18,2496.28,Entregue
397,3649,2024-11-24,3856.09,Entregue
398,4889,2024-11-01,41.47,Entregue
399,8921,2024-12-22,683.52,Entregue
400,6215,2024-08-18,80.14,Cancelado
401,4056,2024-06-08,7233.11,Entregue
402,4517,2024-05-05,391.83,Entregue
403,1849,2024-10-30,1752.67,Entregue
404,257,2024-11-14,50.24,Entregue
405,1103,2024-11-07,452.92,Entregue
406,9795,2024-03-15,7202.61,Processando
407,4010,2024-09-02,395.64,Entregue
408,7192,2024-04-13,1148.8,Entregue
409,925,2024-10-07,2153.4,Entregue
410,9439,2024-09-08,167.8,Entregue
411,9797,2024-04-19,113.15,Entregue
412,5254,2024-11-22,106.33,Entregue
413,2348,2024-06-10,1192.5,Entregue
414,3622,2024-11-17,2447.99,Entregue
415,999,2024-12-09,1098.15,Entregue
416,2870,2024-05-24,3638.06,Entregue
417,8121,2024-01-18,1843.06,Entregue
418,6245,2024-09-21,313.08,Entregue
419,5223,2024-08-17,222.14,Entregue
420,4914,2024-06-05,2739.6,Entregue
421,8814,2024-04-25,3793.31,Cancelado
422,2366,2024-03-28,767.42,Entregue
423,945,2024-09-30,810.1,Entregue
424,6825,2024-09-14,47.78,Entregue
425,2197,2024-09-17,735.31,Entregue
426,5412,2024-08-07,996.33,Entregue
427,6080,2024-11-28,549.01,Processando
428,3121,2024-10-24,2007.89,Entregue
429,9912,2024-11-22,668.32,Entregue
430,1193,2024-11-02,1834.2,Processando
431,9157,2024-03-24,3244.03,Entregue
432,4968,2024-02-11,88.48,Entregue
433,252,2024-04-30,89.34,Entregue
434,3114,2024-03-30,393.42,Entregue
435,7847,2024-08-04,168.82,Entregue
436,9903,2024-07-08,1891.05,Entregue
437,3922,2024-07-13,181.41,Entregue
438,4638,2024-08-25,3442.69,Entregue
439,4286,2024-06-10,433.76,Entregue
440,8148,2024-03-29,468.25,Entregue
441,7693,2024-06-26,549.54,Entregue
442,5247,2024-05-27,338.82,Entregue
443,6074,2024-12-07,3870.08,Cancelado
444,9217,2024-02-02,2541.43,Entregue
445,266,2024-04-05,376.66,Entregue
446,9569,2024-09-18,550.96,Entregue
447,6842,2024-02-24,434.4,Entregue
448,6224,2024-03-08,2534.9,Entregue
449,8181,2024-11-08,44.69,Entregue
450,5531,2024-07-21,1633.03,Entregue
451,8038,2024-01-31,2153.73,Entregue
452,5771,2024-02-06,527.2,Entregue
453,8955,2024-11-05,2668.7,Entregue
454,8883,2024-06-29,110.0,Entregue
455,8585,2024-11-02,176.15,Entregue
456,1218,2024-09-27,1861.6,Processando
457,795,2024-05-27,6796.19,Entregue
458,3792,2024-09-27,633.81,Cancelado
459,2475,2024-06-23,140.42,Entregue
460,8286,2024-03-07,2519.67,Entregue
461,7917,2024-04-21,1827.81,Entregue
462,109,2024-11-01,373.25,Entregue
463,6740,2024-09-18,180.46,Entregue
464,4502,2024-10-17,60.83,Entregue
465,281,2024-06-10,3952.52,Entregue
466,7055,2024-05-27,691.77,Entregue
467,2938,2024-03-31,620.0,Entregue
468,8592,2024-12-04,425.57,Entregue
469,8626,2024-01-07,1791.16,Entregue
470,6503,2024-01-09,1180.05,Entregue
471,7521,2024-05-13,894.42,Processando
472,4915,2024-01-08,1702.63,Entregue
473,1321,2024-05-28,394.49,Entregue
474,520,2024-02-25,2756.53,Entregue
475,6180,2024-11-13,187.27,Entregue
476,155,2024-10-02,271.01,Entregue
477,1355,2024-03-06,470.15,Entregue
478,5428,2024-02-26,829.28,Entregue
479,8654,2024-06-04,32.26,Entregue
480,3765,2024-10-02,74.33,Entregue
481,9287,2024-03-29,106.76,Entregue
482,763,2024-11-09,441.15,Entregue
483,4594,2024-12-03,483.15,Entregue
484,540,2024-08-22,1535.97,Entregue
485,5153,2024-08-28,319.34,Entregue
486,9618,2024-07-07,219.66,Entregue
487,6526,2024-01-25,2482.29,Entregue
488,4904,2024-06-03,284.71,Entregue
489,3940,2024-12-19,2912.24,Entregue
490,8857,2024-02-13,411.49,Processando
491,2293,2024-05-13,376.93,Entregue
492,1285,2024-12-24,603.27,Entregue
493,5667,2024-09-24,339.38,Entregue
494,7162,2024-11-04,2734.4,Cancelado
495,1246,2024-12-27,78.06,Entregue
496,9759,2024-06-20,965.11,Entregue
497,5348,2024-08-25,5966.78,Entregue
498,8039,2024-06-15,6345.03,Entregue
499,6151,2024-05-31,179.13,Processando
500,9599,2024-01-06,1484.7,Entregue
501,4840,2024-08-03,2962.68,Entregue
502,1345,2024-01-03,75.35,Entregue
503,6226,2024-09-05,1021.5,Entregue
504,6384,2024-11-05,1095.04,Entregue
505,86,2024-02-03,4443.06,Cancelado
506,7287,2024-11-10,1005.93,Entregue
507,1675,2024-06-09,100.48,Entregue
508,3071,2024-04-03,1210.4,Processando
509,9089,2024-11-18,3052.72,Entregue
510,1469,2024-02-01,592.07,Entregue
511,5316,2024-06-20,340.86,Entregue
512,6780,2024-01-10,1114.38,Entregue
513,9168,2024-07-03,61.26,Processando
514,9371,2024-02-08,324.2,Entregue
515,6238,2024-08-06,613.43,Entregue
516,4406,2024-01-05,529.35,Processando
517,2391,2024-09-16,511.02,Entregue
518,4912,2024-10-14,2663.34,Entregue
519,4041,2024-10-09,1459.8,Entregue
520,9729,2024-11-16,388.52,Processando
521,1753,2024-02-15,459.54,Entregue
522,6484,2024-08-31,490.9,Entregue
523,6225,2024-09-27,668.76,Entregue
524,5400,2024-02-28,757.76,Entregue
525,9739,2024-10-28,98.7,Entregue
526,5254,2024-08-10,1852.92,Entregue
527,7849,2024-01-07,499.2,Entregue
528,6525,2024-12-31,323.73,Entregue
529,8045,2024-02-10,333.55,Entregue
530,3972,2024-07-26,982.26,Entregue
531,4593,2024-12-13,767.12,Entregue
532,5981,2024-03-13,275.47,Entregue
533,3274,2024-01-19,930.46,Entregue
534,9013,2024-12-22,746.08,Entregue
535,7564,2024-06-24,1191.94,Entregue
536,3435,2024-09-23,2870.5,Cancelado
537,1134,2024-06-10,568.19,Entregue
538,6704,2024-12-26,559.2,Entregue
539,3966,2024-03-10,1483.28,Entregue
540,2526,2024-09-22,329.86,Processando
541,6177,2024-08-26,63.45,Processando
542,9797,2024-03-15,488.03,Entregue
543,8756,2024-11-13,416.82,Entregue
544,6854,2024-12-30,974.93,Entregue
545,5891,2024-08-31,937.44,Processando
546,8797,2024-12-26,304.53,Entregue
547,1792,2024-09-03,87.9,Processando
548,5817,2024-01-08,562.33,Entregue
549,9228,2024-11-02,625.72,Entregue
550,6548,2024-09-21,186.49,Entregue
551,5433,2024-10-25,52.23,Entregue
552,7053,2024-06-26,278.88,Entregue
553,1616,2024-01-01,4111.95,Entregue
554,8500,2024-07-17,45.22,Entregue
555,9425,2024-11-19,5520.54,Entregue
556,9644,2024-11-15,26.71,Entregue
557,2470,2024-02-17,585.41,Entregue
558,7910,2024-10-01,422.94,Processando
559,6816,2024-02-10,2842.88,Entregue
560,1902,2024-01-03,299.57,Entregue
561,2322,2024-09-24,242.82,Entregue
562,5621,2024-02-10,513.26,Entregue
563,7913,2024-05-17,952.63,Entregue
564,7413,2024-10-23,1605.2,Entregue
565,733,2024-10-10,646.49,Entregue
566,371,2024-03-04,288.78,Entregue
567,1792,2024-12-11,1816.01,Processando
568,3997,2024-08-24,253.6,Entregue
569,2624,2024-01-18,814.2,Entregue
570,3799,2024-09-15,2466.06,Entregue
571,3023,2024-09-13,242.18,Entregue
572,7081,2024-05-21,33.1,Entregue
573,3233,2024-03-01,600.04,Entregue
574,7038,2024-06-19,3949.18,Entregue
575,3372,2024-11-07,2114.41,Entregue
576,1026,2024-05-26,2388.25,Entregue
577,8797,2024-03-26,235.89,Entregue
578,5341,2024-11-12,160.33,Entregue
579,4299,2024-03-04,1161.71,Processando
580,8647,2024-12-16,103.48,Entregue
581,5135,2024-04-21,98.02,Processando
582,6432,2024-11-13,281.94,Entregue
583,5767,2024-06-12,4582.23,Entregue
584,4874,2024-03-27,893.62,Entregue
585,2195,2024-10-03,221.84,Entregue
586,5004,2024-06-08,5531.06,Entregue
587,2317,2024-07-23,2977.72,Entregue
588,6853,2024-11-13,1012.31,Entregue
589,6932,2024-05-13,903.28,Entregue
590,8805,2024-11-21,645.91,Entregue
591,9092,2024-10-06,272.38,Entregue
592,2299,2024-10-10,1412.42,Entregue
593,879,2024-07-15,4625.94,Entregue
594,7940,2024-11-01,211.51,Entregue
595,6291,2024-06-27,1878.15,Processando
596,8282,2024-09-18,65.86,Entregue
597,6704,2024-11-16,249.43,Entregue
598,6810,2024-12-16,414.45,Entregue
599,7273,2024-06-27,561.54,Processando
600,9264,2024-02-03,79.32,Entregue
601,3614,2024-11-25,340.84,Entregue
602,3684,2024-05-09,1490.14,Entregue
603,8116,2024-10-19,49.53,Entregue
604,1855,2024-12-17,176.81,Entregue
605,4390,2024-06-04,2738.9,Entregue
606,8881,2024-01-12,1684.76,Entregue
607,7232,2024-01-25,1429.77,Entregue
608,1678,2024-04-14,829.89,Entregue
609,529,2024-01-10,522.87,Entregue
610,5712,2024-03-09,706.06,Entregue
611,1426,2024-11-27,391.34,Processando
612,3883,2024-05-04,2281.46,Entregue
613,9633,2024-02-26,348.88,Entregue
614,9999,2024-03-12,353.33,Entregue
615,2282,2024-03-06,271.11,Processando
616,3391,2024-12-07,1769.11,Processando
617,8721,2024-08-12,267.79,Entregue
618,2759,2024-10-18,551.91,Entregue
619,4795,2024-06-23,56.31,Entregue
620,4381,2024-12-19,214.77,Entregue
621,8429,2024-12-28,400.82,Entregue
622,2222,2024-03-04,1149.9,Entregue
623,972,2024-05-30,182.01,Entregue
624,2079,2024-04-21,420.35,Entregue
625,4091,2024-04-05,1034.1,Entregue
626,4056,2024-10-27,558.55,Entregue
627,6435,2024-06-27,87.15,Entregue
628,9461,2024-12-05,358.31,Entregue
629,6787,2024-12-21,1912.04,Entregue
630,1526,2024-12-21,175.44,Entregue
631,4559,2024-12-17,694.05,Entregue
632,6047,2024-04-29,1072.99,Entregue
633,41,2024-10-19,251.53,Entregue
634,1527,2024-05-25,680.47,Entregue
635,5870,2024-07-22,75.01,Entregue
636,8757,2024-10-03,711.61,Entregue
637,7040,2024-07-07,671.5,Entregue
638,4647,2024-07-11,219.2,Entregue
639,9469,2024-12-18,427.75,Entregue
640,7952,2024-09-28,2161.92,Entregue
641,794,2024-02-22,3062.22,Entregue
642,7530,2024-02-26,1940.79,Entregue
643,2589,2024-03-28,135.99,Entregue
644,12,2024-11-15,4372.26,Entregue
645,2162,2024-04-07,506.84,Entregue
646,4490,2024-06-06,1159.41,Entregue
647,6093,2024-07-03,342.69,Entregue
648,2712,2024-11-29,169.52,Entregue
649,5006,2024-06-13,241.53,Entregue
650,3837,2024-05-25,92.09,Entregue
651,1495,2024-12-21,2441.25,Entregue
652,3497,2024-07-01,26.54,Entregue
653,2175,2024-02-03,2665.1,Entregue
654,7292,2024-02-22,112.66,Entregue
655,5630,2024-01-01,590.55,Entregue
656,2166,2024-05-14,24.13,Entregue
657,3752,2024-11-03,5669.94,Cancelado
